"","headline","article_nmbr","text","linenumber"
"326","Title: GLOBAL ECONOMY; Local firm to build RVs for China; The deal with MVP in Riverside is expected to bring 1,200 jobs to the Inland Empire.",8,"Document URL: https://search.proquest.com/docview/845739846?accountid=41449",326
"327","Title: GLOBAL ECONOMY; Local firm to build RVs for China; The deal with MVP in Riverside is expected to bring 1,200 jobs to the Inland Empire.",8,"Copyright: (Copyright (c) 2011 Los Angeles Times)",327
"328","Title: GLOBAL ECONOMY; Local firm to build RVs for China; The deal with MVP in Riverside is expected to bring 1,200 jobs to the Inland Empire.",8,"Last updated: 2017-11-18",328
"329","Title: GLOBAL ECONOMY; Local firm to build RVs for China; The deal with MVP in Riverside is expected to bring 1,200 jobs to the Inland Empire.",8,"Database: ProQuest Central",329
"330","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"STARTOFARTICLE",330
"331","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",331
"332","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]09 Aug 2011: B.1.",332
"333","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"https://search.proquest.com/docview/881665380?accountid=41449",333
"334","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"Abstract: The bind Chinese officials are caught in reflects both the country's wildly successful economic strategy and its far more precarious political situation, in which officials see social stability as closely tied to continued economic expansion -- so that more and more of its billion-plus population can share in the financial rewards. ""China's [economic] success is a joint product of Chinese action and U.S. inaction,"" said Peter Morici, a University of Maryland economist, referring to Beijing's intervention to control its currency value and boost exports, and Washington's reluctance to fight against it harder.",334
"335","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"Full text: The downgrade of U.S. government debt has put China, the United States' largest creditor, in a tough spot.",335
"336","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"Though Beijing has scolded the United States over ""its addiction to debts,"" Chinese officials are caught in a double bind -- unable to dump their mountain of U.S. dollars and at the same time getting a tongue-lashing from their own citizens for being Uncle Sam's hapless banker.",336
"337","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"The Chinese government has built what is now the world's second-largest economy in part by keeping its currency cheap in order to subsidize exports. To do that, it has bought gobs of U.S. Treasury bills and other securities. Any big move on China's part to unload its $1.2-trillion-plus trove of American debt would only result in a self-inflicted wound: sinking the value of the dollar further and eroding the value of its own reserves.",337
"338","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"For the moment, at least, the economic and political consequences of dumping dollars are likely to keep Beijing from taking any such drastic action.",338
"339","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"""There really isn't a better choice than U.S. Treasury bonds,"" wrote Huang Yiping, professor of economics at Beijing's Peking University, in a commentary published Monday in the influential financial magazine Caixin.",339
"340","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"""The basic requirements for foreign reserves are safety, stability in value and liquidity. Although U.S. Treasury bonds might not meet the first two criteria right now, the problem is still that we do not have a better choice.""",340
"341","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"But if the United States and the global economy slide into another downturn -- a prospect that has risen sharply in recent weeks -- Chinese officials could be forced to change course.",341
"342","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"The bind Chinese officials are caught in reflects both the country's wildly successful economic strategy and its far more precarious political situation, in which officials see social stability as closely tied to continued economic expansion -- so that more and more of its billion-plus population can share in the financial rewards.",342
"343","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"If Standard & Poor's downgrade of U.S. debt on Friday accentuated what everybody already knew about America's fiscal woes, it also brought into sharp relief China's mirror-image problem: an economy not consuming enough domestically and instead relying too heavily on exports to the U.S. and other developed nations.",343
"344","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"""China's [economic] success is a joint product of Chinese action and U.S. inaction,"" said Peter Morici, a University of Maryland economist, referring to Beijing's intervention to control its currency value and boost exports, and Washington's reluctance to fight against it harder. As a result, he argued, ""America's fiscal woes are a product of both countries.""",344
"345","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"Yet just as it's getting harder for the U.S. to keep borrowing and spending beyond its means, it's getting increasingly difficult for China to continue a policy of accumulating more dollars as a byproduct of suppressing the value of its currency, the yuan. Apart from the political heat, it's costly for China's central bank to buy billions in foreign currency, mainly dollars, to keep the yuan weak.",345
"346","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"Despite pledges to rebalance the economy toward domestic consumption, China's export sector and the fiscal policy that supports it remain entrenched.",346
"347","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"By providing millions of jobs and cheap financing for the nation's banks, China's export manufacturing is considered a linchpin of social stability. The scheduled turnover of China's top leadership next year only underscores the impulse not to rock the boat.",347
"348","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"""China's philosophy is to do things gradually because they don't like dramatic change,"" said Li Jie, head of the Reserves Research Institute at the Central University of Finance and Economics in Beijing.",348
"349","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"""We have a saying: 'You don't cry until you see the coffin.' They don't have an incentive to change the status quo.""",349
"350","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"A new global recession could unsettle the status quo, however, weakening demand for Chinese exports and threatening the rapid growth that has contributed to stability.",350
"351","Title: MARKET MELTDOWN; GLOBAL ECONOMY; U.S. debt troubles put China in a bind; Despite Beijing's ire, its huge dollar-based reserves leave it little room to maneuver.",9,"Nagging inflation limits China's ability to offset a slowdown by unleashing another round of stimulus. Economists say increasing the value of the yuan would address inflation by making imports cheaper and reduce the nation's money supply. But that would require a sea change in Chinese policymaking.",351
